FID,ID,Xindex,Yindex,Qerror,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39,topic40,topic41,topic42,topic43,topic44,topic45,topic46,topic47,topic48,topic49,topic50,topic51,topic52,topic53,topic54,topic55,topic56,topic57,topic58,topic59,topic60,topic61,topic62,topic63,topic64,topic65,topic66,topic67,topic68,topic69,topic70,identifier,identifi_1,title,year,author,degree_gra,degree_sup,language,x,y
1023,1233,0,36,0.151945,0.00021,0.000389,0.000239,0.000274,0.000163,0.000175,0.000282,0.200144,0.000206,0.000464,0.000177,0.000177,0.000132,0.093302,0.000401,0.000296,0.000158,0.00059,0.00011,0.000813,0.487452,0.000242,0.000221,0.00011,0.000142,0.002292,0.000524,0.000169,0.000281,4E-05,0.000703,0.003518,0.000299,0.00013,0.000106,0.000165,0.000241,0.090043,0.000142,0.000251,0.00015,0.000112,0.000311,0.000208,0.000127,0.000198,0.000188,0.000237,0.000868,0.000435,0.00013,7.9E-05,0.000101,0.000136,0.035975,0.000158,0.000133,0.000223,0.000183,0.000347,0.00034,0.000722,0.000238,0.000286,0.000238,0.000277,0.000122,0.000208,0.000205,0.071024,0.000271,f3q52mkv,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3q52mkv,Student Engagement and Motivation: An Evaluation of Their Relations to Social- Emotional and Behavioral Functioning,2012,"Saeki, Elina","University of California, Santa Barbara. Counseling, Clinical and School Psychology",Matthew P. Quirk,English,-0.274487516071686,31.1285112256684
1024,1631,1,20,0.173868,0.00011,0.006294,0.000125,0.000144,8.5E-05,9.2E-05,0.000148,0.123342,0.000108,0.000243,9.3E-05,9.3E-05,6.9E-05,0.000262,0.00021,0.000155,8.3E-05,0.335257,5.8E-05,0.043056,0.054936,0.000127,0.000116,5.8E-05,7.5E-05,0.104732,0.000275,8.9E-05,0.024507,2.1E-05,0.000369,0.001847,0.000157,6.8E-05,5.6E-05,8.7E-05,0.012307,0.13253,7.5E-05,0.000132,7.9E-05,5.9E-05,0.000163,0.000109,6.7E-05,0.000104,9.9E-05,0.000124,0.043085,0.000229,6.8E-05,4.2E-05,5.3E-05,7.1E-05,0.079786,8.3E-05,7E-05,0.000117,9.6E-05,0.000182,0.030628,0.000379,0.000125,0.00015,0.000125,0.000145,6.4E-05,0.000109,0.000107,0.000747,0.000142,f3np22ks,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3np22ks,Measuring the Impact of a Low-Cost Wheelchair Distribution in Southern India,2012,"Oliver, Thomas Everell","University of California, Santa Barbara. Global and International Studies",Aashish Mehta,English,0.862899091207318,17.1970741218413
1025,1632,26,30,0.257875,0.142791,0.000199,0.000122,0.00014,8.3E-05,9E-05,0.095267,0.14419,0.000105,0.029963,9.1E-05,9E-05,6.8E-05,0.000256,0.000205,0.000152,8.1E-05,0.000302,5.6E-05,0.000416,0.000124,0.000124,0.000113,5.6E-05,7.3E-05,0.013065,0.000268,8.7E-05,0.000144,0.041636,0.00036,0.001803,0.000153,6.7E-05,5.5E-05,0.172493,0.000124,0.230446,7.3E-05,0.000129,7.7E-05,5.7E-05,0.113117,0.000106,6.5E-05,0.000102,9.6E-05,0.000121,0.000445,0.000223,6.7E-05,4.1E-05,5.2E-05,7E-05,0.000602,8.1E-05,6.8E-05,0.000114,9.4E-05,0.000178,0.000174,0.00037,0.000122,0.000147,0.000122,0.000142,6.3E-05,0.000106,0.000105,0.006674,0.000139,f3xd0znd,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3xd0znd,"Implications of Engineered Nanomaterials in Marine Coastal Ecosystems: Fate, Transport, and Toxicity",2012,"Hanna, Shannon Kareem","University of California, Santa Barbara. Environmental Science and Management",Hunter S. Lenihan,English,26.2951055088467,25.9912449872497
1026,1106,8,6,0.162317,9.1E-05,0.000169,0.000104,0.000119,7.1E-05,7.6E-05,0.000123,0.001279,8.9E-05,0.000202,7.7E-05,7.7E-05,5.8E-05,0.000217,0.131352,0.000129,6.9E-05,0.015392,0.04041,0.005399,0.000105,0.000105,9.6E-05,4.8E-05,6.2E-05,0.011087,0.000228,7.4E-05,0.000122,1.7E-05,0.040668,0.006575,0.00013,5.7E-05,4.6E-05,7.2E-05,0.000105,0.074479,6.2E-05,0.000109,6.5E-05,4.9E-05,0.000135,9E-05,0.030327,0.030358,0.005127,0.000103,0.000377,0.000189,0.015192,3.4E-05,4.4E-05,5.9E-05,0.151869,6.9E-05,5.8E-05,9.7E-05,0.005125,0.000151,0.000148,0.000314,0.000104,0.000124,0.000104,0.000121,5.3E-05,9E-05,0.272534,0.157022,0.000118,f3ns0rz8,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3ns0rz8,Global Shakespeare at the Globe: Challenging the Tourist-Spectator,2013,"Elfman, Rose Elaine","University of California, Santa Barbara. Theater Studies",Christina McMahon,English,7.94756682902057,5.20445058647162
1027,1633,14,41,0.124294,0.615601,0.000159,9.7E-05,0.000112,6.6E-05,7.1E-05,0.000115,0.129038,8.4E-05,0.000189,7.2E-05,7.2E-05,5.4E-05,0.000204,0.000164,0.000121,6.5E-05,0.000241,4.5E-05,0.000332,9.9E-05,9.9E-05,0.004825,4.5E-05,5.8E-05,0.000935,0.000214,6.9E-05,0.000115,1.6E-05,0.000287,0.062987,0.000122,5.3E-05,4.3E-05,6.7E-05,9.9E-05,0.126712,5.8E-05,0.000103,6.1E-05,4.6E-05,0.000127,8.5E-05,5.2E-05,8.1E-05,7.7E-05,9.7E-05,0.000354,0.000178,5.3E-05,3.2E-05,4.1E-05,5.6E-05,0.000479,6.5E-05,5.4E-05,9.1E-05,7.5E-05,0.004876,0.000139,0.000295,9.7E-05,0.000117,9.7E-05,0.000113,5E-05,8.5E-05,8.3E-05,0.00058,0.047458,f33x84ms,https://www.alexandria.ucsb.edu/lib/ark:/48907/f33x84ms,Consequences of Pathogen Spillover for Plant Diversity in Invaded Grasslands,2012,"Mordecai, Erin Alicia","University of California, Santa Barbara. Ecology, Evolution and Marine Biology","Jonathan M. Levine, Kevin D. Lafferty",English,14.4694584984356,35.4587698221446
1028,1526,41,8,0.221324,0.000103,0.000191,0.000117,0.000135,8E-05,8.6E-05,0.000139,0.007154,0.000101,0.000228,8.7E-05,8.7E-05,6.5E-05,0.023076,0.000197,0.000146,7.8E-05,0.00029,5.4E-05,0.0004,0.000119,0.000119,0.000109,5.4E-05,7E-05,0.13811,0.005965,8.3E-05,0.000138,1.9E-05,0.000346,0.001731,0.000147,6.4E-05,5.2E-05,8.1E-05,0.000119,0.124209,7E-05,0.000124,7.4E-05,5.5E-05,0.000153,0.000102,6.3E-05,9.8E-05,9.3E-05,0.000117,0.000427,0.222811,6.4E-05,3.9E-05,5E-05,6.7E-05,0.000578,7.8E-05,6.5E-05,0.00011,9E-05,0.005878,0.000167,0.462671,0.000117,0.000141,0.000117,0.000136,6E-05,0.000102,0.000101,0.0007,0.000133,f3c53hsk,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3c53hsk,Approximation Algorithms for Problems on Networks and Streams of Data,2012,"Foschini, Luca","University of California, Santa Barbara. Computer Science",S. Suri,English,41.1252106726356,7.1523755856315
1029,1527,35,8,0.286868,0.000161,0.000299,0.000183,0.000211,0.000125,0.000134,0.000217,0.002259,0.00907,0.000356,0.000136,0.000136,0.000102,0.000384,0.000308,0.000227,0.000122,0.000453,8.4E-05,0.000624,0.000185,0.000186,0.00017,0.499171,0.000109,0.010673,0.000402,0.00013,0.000216,3E-05,0.00054,0.002703,0.116089,0.0001,8.2E-05,0.000127,0.000185,0.238511,0.000109,0.000193,0.000115,8.6E-05,0.000239,0.00016,9.8E-05,0.000152,0.000145,0.000182,0.000667,0.000334,0.0001,6.1E-05,7.7E-05,0.000105,0.000903,0.000122,0.000102,0.000171,0.000141,0.062652,0.000261,0.045116,0.000183,0.00022,0.000183,0.000213,9.4E-05,0.000159,0.000157,0.001093,0.000208,f32j68st,https://www.alexandria.ucsb.edu/lib/ark:/48907/f32j68st,Elliptic Curves with Complex Multiplication and Supersingular Primes,2012,"Maguire, Megan","University of California, Santa Barbara. Mathematics",Adebisi Agboola,English,34.9142484870398,6.92419254071932
1030,1634,33,25,0.316627,0.000139,0.000257,0.000158,0.000181,0.000108,0.000116,0.000187,0.001946,0.000136,0.000307,0.000117,0.000117,8.8E-05,0.000331,0.000265,0.000196,0.000105,0.00039,7.3E-05,0.000538,0.00016,0.023201,0.000146,7.3E-05,9.4E-05,0.001517,0.000347,0.000112,0.000186,2.6E-05,0.000466,0.025369,0.199883,8.6E-05,7E-05,0.000109,0.00016,0.074975,9.4E-05,0.000166,9.9E-05,7.4E-05,0.015566,0.015498,0.007765,0.000131,0.000125,0.000157,0.61499,0.000288,8.6E-05,5.2E-05,6.7E-05,9E-05,0.000778,0.000105,8.8E-05,0.000147,0.000121,0.00023,0.000225,0.000478,0.007838,0.000189,0.000158,0.000183,8.1E-05,0.000137,0.000135,0.000941,0.000179,f3154f15,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3154f15,Micro-Macro Simulations of Liquid Crystalline Polymers,2012,"Kerr, Brandon Masao","University of California, Santa Barbara. Applied Mathematics",Hector D. Ceniceros,English,33.3128004558229,21.5425458752377
1031,1635,39,37,0.215377,0.000104,0.000193,0.000119,0.000136,8.1E-05,8.7E-05,0.00014,0.001463,0.000102,0.312,8.8E-05,0.225255,6.6E-05,0.000249,0.000199,0.000147,7.9E-05,0.000293,5.5E-05,0.000404,0.00012,0.00012,0.00011,5.5E-05,7.1E-05,0.001141,0.000261,8.4E-05,0.00014,2E-05,0.00035,0.180729,0.000149,6.5E-05,5.3E-05,8.2E-05,0.00012,0.079456,7.1E-05,0.000125,7.5E-05,5.6E-05,0.000155,0.138667,6.3E-05,9.9E-05,0.005867,0.000118,0.000432,0.000217,6.5E-05,3.9E-05,5E-05,6.8E-05,0.000585,7.9E-05,6.6E-05,0.000111,9.1E-05,0.000173,0.000169,0.000359,0.000119,0.000142,0.000119,0.000138,6.1E-05,0.046291,0.000102,0.000708,0.000135,f36q1vb3,https://www.alexandria.ucsb.edu/lib/ark:/48907/f36q1vb3,"Polymer Light Emitting Transistors: Control over Charge Injection, Recombination, and Morphology toward High Performance",2012,"Hsu, Ben Bang-Yu","University of California, Santa Barbara. Materials",Larry Coldren,English,39.3042672354925,31.9013720794304
1032,1528,19,36,0.113161,0.119163,0.000222,0.000136,0.00677,9.3E-05,0.0001,0.000161,0.094266,0.000117,0.000264,0.006715,0.000101,0.337366,0.000285,0.000228,0.000169,9E-05,0.000336,6.3E-05,0.000463,0.000138,0.000138,0.02658,6.3E-05,8.1E-05,0.001306,0.000298,9.6E-05,0.00016,2.3E-05,0.000401,0.054914,0.00017,7.4E-05,6.1E-05,9.4E-05,0.000138,0.163765,8.1E-05,0.000143,8.5E-05,6.4E-05,0.000177,0.000118,7.3E-05,0.000113,0.000107,0.000135,0.000495,0.000248,7.4E-05,4.5E-05,5.7E-05,7.8E-05,0.00067,9E-05,7.6E-05,0.000127,0.000105,0.006811,0.000194,0.000411,0.000136,0.000163,0.000136,0.000158,7E-05,0.000118,0.000117,0.000811,0.172106,f32r3pnx,https://www.alexandria.ucsb.edu/lib/ark:/48907/f32r3pnx,Biogeography of Aspen (Populus tremuloides) in North America: Inferring Climatic Niche Differentiation in North America's Most Widely Distributed Tree,2012,"Greer, Burke Thomas","University of California, Santa Barbara. Geography",Christopher Still,English,18.8983516183195,31.1167423587185
1033,1529,12,7,0.227657,8.1E-05,0.00015,9.2E-05,0.000106,6.3E-05,6.8E-05,0.000109,0.001135,7.9E-05,0.000179,6.9E-05,6.8E-05,5.1E-05,0.000193,0.000155,0.000114,6.1E-05,0.013668,0.380858,0.116799,9.3E-05,9.3E-05,8.5E-05,4.2E-05,5.5E-05,0.000885,0.000202,6.5E-05,0.000108,1.5E-05,0.000272,0.001359,0.000115,5E-05,4.1E-05,6.4E-05,9.3E-05,0.079578,5.5E-05,9.7E-05,5.8E-05,4.3E-05,0.00012,8E-05,4.9E-05,7.7E-05,7.3E-05,0.031453,0.000335,0.000168,5E-05,3.1E-05,3.9E-05,5.3E-05,0.085577,6.1E-05,5.1E-05,8.6E-05,7.1E-05,0.000134,0.000131,0.009239,9.2E-05,0.00011,9.2E-05,0.000107,4.7E-05,8E-05,0.161366,0.112554,0.000105,f3668b8g,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3668b8g,"Chile, una nacion resquebrajada desde su inicio: la incipiente novela "Cautiverio feliz del Mestre de Campo General Don Francisco Nunez de Pineda y Bascunan"",2012,"Yankes, William Alexander","University of California, Santa Barbara. Latin American and Iberian Studies",Francisco A. Lomeli,Spanish,12.3478367892442,6.11673921077941
1034,1636,41,38,0.129559,8.6E-05,0.000159,9.8E-05,0.000112,6.7E-05,7.2E-05,0.000116,0.005963,8.4E-05,0.395043,7.3E-05,7.2E-05,5.4E-05,0.000205,0.000164,0.000121,6.5E-05,0.000242,4.5E-05,0.000333,9.9E-05,9.9E-05,9.1E-05,4.5E-05,5.8E-05,0.038998,0.000215,6.9E-05,0.000115,1.6E-05,0.000288,0.115617,0.000123,5.3E-05,0.004801,6.8E-05,9.9E-05,0.189159,5.8E-05,0.000103,6.1E-05,4.6E-05,0.000128,0.180861,5.2E-05,8.1E-05,7.7E-05,9.7E-05,0.052686,0.000179,5.3E-05,3.3E-05,4.1E-05,5.6E-05,0.009996,6.5E-05,5.4E-05,9.1E-05,7.5E-05,0.000142,0.000139,0.000296,9.8E-05,0.000117,9.8E-05,0.000114,5E-05,8.5E-05,8.4E-05,0.000583,0.000111,f3cf9n2v,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3cf9n2v,First-principles investigations of conductivity control in wide-band-gap semiconductors,2012,"Lyons, John Lambert","University of California, Santa Barbara. Materials",Chris G. Van de Walle,English,41.275764682171,32.9418508095307
1035,1530,31,2,0.132995,9.7E-05,0.00018,0.000111,0.053831,7.5E-05,8.1E-05,0.000131,0.001361,9.5E-05,0.000215,8.2E-05,8.2E-05,6.1E-05,0.000231,0.000185,0.000137,7.3E-05,0.000273,5.1E-05,0.000376,0.000112,0.000112,0.032325,5.1E-05,6.6E-05,0.097729,0.311727,7.8E-05,0.00013,1.8E-05,0.000326,0.109037,0.000138,6E-05,4.9E-05,7.6E-05,0.000112,0.229651,6.6E-05,0.000116,6.9E-05,5.2E-05,0.000144,9.6E-05,5.9E-05,9.2E-05,8.7E-05,0.00011,0.000402,0.075387,6E-05,3.7E-05,4.7E-05,6.3E-05,0.000544,7.3E-05,6.1E-05,0.000103,8.5E-05,0.000161,0.075343,0.000334,0.00011,0.000132,0.00011,0.005499,5.7E-05,9.6E-05,9.5E-05,0.000658,0.000125,f3tx3cbq,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3tx3cbq,Managing and Mining Biological Images,2012,"Ruttenberg, Brian E.","University of California, Santa Barbara. Computer Science",Ambuj K. Singh,English,30.7194741124284,1.71966603742599
1036,1637,33,14,0.223373,8.5E-05,0.000157,9.7E-05,0.211175,6.6E-05,7.1E-05,0.000114,0.034021,8.3E-05,0.000187,7.2E-05,7.1E-05,5.3E-05,0.000202,0.000162,0.00012,6.4E-05,0.000238,4.4E-05,0.000329,9.8E-05,9.8E-05,8.9E-05,4.4E-05,5.8E-05,0.240133,0.023663,6.8E-05,0.000114,1.6E-05,0.000284,0.048325,0.000121,5.3E-05,4.3E-05,6.7E-05,9.8E-05,0.2334,5.8E-05,0.112669,6.1E-05,4.5E-05,0.000126,8.4E-05,5.2E-05,8E-05,7.6E-05,9.6E-05,0.005041,0.000176,5.2E-05,3.2E-05,4.1E-05,5.5E-05,0.056759,6.4E-05,5.4E-05,9E-05,7.4E-05,0.00014,0.000137,0.000292,9.6E-05,0.000116,9.6E-05,0.000112,4.9E-05,0.028226,8.3E-05,0.000575,0.00011,f39s1p05,https://www.alexandria.ucsb.edu/lib/ark:/48907/f39s1p05,Building better diagnostics through directed evolution of biomolecules and by harnessing ubiquitous technology,2012,"Ahmad, Kareem M.","University of California, Santa Barbara. Biomolecular Science and Engineering",Hyongsok T. Soh,English,33.1536105169104,12.3742467372958
1037,1531,40,12,0.169849,7.7E-05,0.000142,8.7E-05,0.0001,5.9E-05,6.4E-05,0.000103,0.026475,7.5E-05,0.025571,6.5E-05,0.177876,4.8E-05,0.000182,0.000146,0.000108,5.8E-05,0.008682,4E-05,0.00453,8.8E-05,8.8E-05,8.1E-05,4E-05,5.2E-05,0.144779,0.000191,6.2E-05,0.017037,1.4E-05,0.000257,0.073255,0.000109,4.8E-05,3.9E-05,6E-05,8.8E-05,0.151403,5.2E-05,9.2E-05,5.5E-05,4.1E-05,0.000113,7.6E-05,4.7E-05,7.2E-05,6.9E-05,8.6E-05,0.000317,0.000159,4.7E-05,2.9E-05,3.7E-05,5E-05,0.000429,5.8E-05,4.8E-05,0.008548,6.7E-05,0.000127,0.008591,0.004497,0.343009,0.000104,8.7E-05,0.000101,4.5E-05,7.6E-05,7.5E-05,0.000519,9.9E-05,f3v122qw,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3v122qw,"Modeling, Design, and Fabrication of Carbon Nanostructures for Next-Generation Integrated Circuit Interconnects and Passive Devices",2012,"Li, Hong","University of California, Santa Barbara. Electrical and Computer Engineering",Kaustav Banerjee,English,39.7617238385566,10.5162246718568
1038,1638,34,31,0.186517,0.000258,0.000477,0.000293,0.000336,0.0002,0.000215,0.000346,0.00361,0.000252,0.000569,0.000218,0.000217,0.000162,0.000613,0.000492,0.000364,0.48449,0.000724,0.000135,0.000998,0.000296,0.000297,0.000271,0.000135,0.000175,0.017058,0.000643,0.000208,0.000345,4.9E-05,0.000864,0.104027,0.000367,0.00016,0.000131,0.000203,0.01454,0.153296,0.000175,0.014553,0.000184,0.000137,0.000382,0.000255,0.000157,0.000243,0.000231,0.000291,0.043798,0.000535,0.000159,9.7E-05,0.000124,0.000167,0.001442,0.000195,0.000163,0.000273,0.000225,0.000426,0.142857,0.000886,0.000293,0.000351,0.000293,0.00034,0.00015,0.000255,0.000251,0.001746,0.000333,f36d5qzx,https://www.alexandria.ucsb.edu/lib/ark:/48907/f36d5qzx,Establishing Correlations for Predicting Tensile Properties Based on the Shear Punch Test and Vickers Microhardness data,2012,"Milot, Timothy S.","University of California, Santa Barbara. Mechanical Engineering",G. R. Odette,English,34.7570473363644,26.8126969310925
1039,1532,41,41,0.155653,0.000277,0.000514,0.000316,0.000362,0.000215,0.000231,0.000373,0.019223,0.000272,0.660071,0.000235,0.000233,0.000175,0.00066,0.00053,0.000391,0.000209,0.00078,0.000145,0.001074,0.000319,0.00032,0.000292,0.000145,0.000188,0.064375,0.000692,0.000224,0.000371,5.2E-05,0.00093,0.096668,0.000395,0.000172,0.000141,0.000218,0.000319,0.134378,0.000188,0.000332,0.000198,0.000147,0.000411,0.000275,0.000169,0.000262,0.000249,0.000313,0.001147,0.000576,0.000172,0.000105,0.000133,0.00018,0.001553,0.00021,0.000175,0.000294,0.000242,0.000459,0.000449,0.000954,0.000315,0.000378,0.000315,0.000366,0.000162,0.000274,0.00027,0.00188,0.000358,f37m062j,https://www.alexandria.ucsb.edu/lib/ark:/48907/f37m062j,Characterizing Organic Photovoltaic Materials Using Atomic Force Microscopy and Transient Absorption Spectroscopy,2012,"Kamkar, Daniel Albert","University of California, Santa Barbara. Chemistry",Thuc-Quyen Nguyen,English,41.4732113729117,35.6780518325309
1040,1639,14,41,0.112945,0.519962,0.000151,9.3E-05,0.000107,6.3E-05,6.8E-05,0.00011,0.087039,8E-05,0.027305,6.9E-05,6.9E-05,0.045258,0.000195,0.000156,0.004636,6.2E-05,0.00023,4.3E-05,0.000317,9.4E-05,9.4E-05,8.6E-05,4.3E-05,5.6E-05,0.000893,0.000204,6.6E-05,0.00463,1.5E-05,0.000274,0.159595,0.000117,5.1E-05,4.1E-05,0.040751,9.4E-05,0.071256,5.5E-05,9.8E-05,5.8E-05,4.3E-05,0.000121,8.1E-05,5E-05,7.7E-05,7.3E-05,9.2E-05,0.018421,0.00469,5.1E-05,3.1E-05,3.9E-05,5.3E-05,0.000458,6.2E-05,5.2E-05,8.7E-05,7.1E-05,0.000135,0.000132,0.000281,9.3E-05,0.000111,9.3E-05,0.000108,4.8E-05,8.1E-05,8E-05,0.000554,0.009147,f3jh3j9q,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3jh3j9q,Benthic Processes and Overlying Fish Assemblages Drive the Composition of Benthic Detritus on a Central Pacific Coral Reef,2012,"Max, Lisa Magda","University of California, Santa Barbara. Ecology, Evolution and Marine Biology",Steven Gaines,English,14.301722337989,35.5153643070897
1041,1107,25,39,0.210445,0.089284,0.000299,0.000183,0.000211,0.000125,0.000134,0.000217,0.002259,0.000158,0.000356,0.000136,0.000136,0.000102,0.000384,0.000308,0.000227,0.000122,0.000453,8.4E-05,0.000624,0.000185,0.000186,0.517081,8.4E-05,0.000109,0.001761,0.000402,0.00013,0.000216,3E-05,0.00054,0.065088,0.00023,0.0001,8.2E-05,0.000127,0.000185,0.309809,0.000109,0.000193,0.000115,8.6E-05,0.000239,0.00016,9.8E-05,0.000152,0.000145,0.000182,0.000667,0.000334,0.0001,6.1E-05,7.7E-05,0.000105,0.000903,0.000122,0.000102,0.000171,0.000141,0.000267,0.000261,0.000555,0.000183,0.00022,0.000183,0.000213,9.4E-05,0.000159,0.000157,0.001093,0.000208,f32j690x,https://www.alexandria.ucsb.edu/lib/ark:/48907/f32j690x,Identifying Genetic Determinants of Distinct Cell Types in the Mouse Retina,2013,"Whitney, Irene Elizabeth","University of California, Santa Barbara. Molecular, Cellular and Developmental Biology",Benjamin Reese,English,25.6526069284496,33.9059087898481
1042,1421,41,41,0.148145,8.4E-05,0.000155,9.5E-05,0.000109,6.5E-05,7E-05,0.000112,0.015048,8.2E-05,0.541338,7.1E-05,7E-05,5.3E-05,0.000199,0.00016,0.000118,6.3E-05,0.000235,4.4E-05,0.000324,9.6E-05,9.6E-05,8.8E-05,4.4E-05,5.7E-05,0.070292,0.014084,6.7E-05,0.000112,1.6E-05,0.00028,0.218789,0.013995,5.2E-05,4.2E-05,6.6E-05,9.6E-05,0.031276,5.7E-05,0.0001,6E-05,4.4E-05,0.000124,8.3E-05,5.1E-05,7.9E-05,7.5E-05,9.4E-05,0.000346,0.000174,5.2E-05,3.2E-05,4E-05,5.4E-05,0.000468,6.3E-05,5.3E-05,8.9E-05,7.3E-05,0.000138,0.000136,0.000288,9.5E-05,0.000114,9.5E-05,0.00011,4.9E-05,0.087962,8.2E-05,0.000567,0.000108,f3db7zx9,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3db7zx9,Methods for Controlling the Properties and Function of Organic Semiconductors,2012,"Park, Jin Kuen","University of California, Santa Barbara. Chemistry",Guillermo C. Bazan,English,41.6284553607309,35.2979378666713
1043,1533,29,2,0.232252,9.6E-05,0.000178,0.000109,0.000126,7.5E-05,8E-05,0.000129,0.043853,9.4E-05,0.000212,0.196675,8.1E-05,6.1E-05,0.000229,0.005497,0.042642,7.3E-05,0.00027,5E-05,0.000372,0.000111,0.000111,0.000101,5E-05,6.5E-05,0.054183,0.223401,7.7E-05,0.000129,1.8E-05,0.000322,0.049431,0.00545,6E-05,4.9E-05,7.6E-05,0.000111,0.365358,0.005379,0.000115,6.9E-05,5.1E-05,0.000142,9.5E-05,5.8E-05,9.1E-05,8.6E-05,0.000109,0.000397,0.000199,5.9E-05,3.6E-05,4.6E-05,6.2E-05,0.000538,7.3E-05,6.1E-05,0.000102,8.4E-05,0.000159,0.000156,0.000331,0.000109,0.000131,0.000109,0.000127,5.6E-05,9.5E-05,9.4E-05,0.000651,0.000124,f3m61h6q,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3m61h6q,Composition Context Photography,2012,"Vaquero, Daniel Andre","University of California, Santa Barbara. Computer Science",Matthew Turk,English,28.9865963413402,1.44378566703008
1044,1640,36,12,0.202513,4.3E-05,8E-05,4.9E-05,5.6E-05,3.3E-05,3.6E-05,5.8E-05,0.029091,4.2E-05,9.5E-05,3.6E-05,3.6E-05,2.7E-05,0.000102,8.2E-05,6.1E-05,3.2E-05,0.000121,2.3E-05,0.000166,4.9E-05,4.9E-05,4.5E-05,2.3E-05,2.9E-05,0.133421,0.000107,3.5E-05,5.7E-05,8E-06,0.000144,0.024461,6.1E-05,2.7E-05,0.519959,3.4E-05,4.9E-05,0.229727,2.9E-05,5.1E-05,3.1E-05,2.3E-05,6.4E-05,4.3E-05,2.6E-05,4.1E-05,3.9E-05,4.8E-05,0.000178,0.021456,2.7E-05,1.6E-05,2.1E-05,2.8E-05,0.00024,3.2E-05,2.7E-05,4.6E-05,3.8E-05,7.1E-05,7E-05,0.023889,0.014294,5.9E-05,4.9E-05,5.7E-05,2.5E-05,4.2E-05,4.2E-05,0.000291,5.5E-05,f3251g5j,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3251g5j,Estimation-Theoretic Approaches in Video Compression and Networking,2012,"Han, Jingning","University of California, Santa Barbara. Electrical and Computer Engineering",Kenneth Rose,English,36.1918113138914,10.287670131528
1045,1108,35,4,0.228759,0.000429,0.000794,0.000488,0.00056,0.000332,0.000357,0.000576,0.006005,0.00042,0.048335,0.000362,0.000361,0.00027,0.00102,0.000818,0.000605,0.000323,0.001204,0.000225,0.00166,0.000493,0.000494,0.000451,0.000225,0.000291,0.028374,0.001069,0.000345,0.119043,8.1E-05,0.001437,0.10196,0.261243,0.000266,0.000217,0.000337,0.000493,0.160221,0.000291,0.000513,0.000306,0.000228,0.000635,0.000424,0.00026,0.000405,0.000384,0.000484,0.001773,0.095665,0.000265,0.000162,0.000206,0.000278,0.002399,0.000324,0.000271,0.000455,0.000374,0.000709,0.142858,0.001474,0.000487,0.000584,0.000487,0.000566,0.00025,0.000424,0.000418,0.002905,0.000553,f3dz06d1,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3dz06d1,Modular decomposition of a metabolic network,2013,"Shen, Kaili","University of California, Santa Barbara. Electrical and Computer Engineering",Joao Pedro Hespanha,English,35.2782174667411,3.46748398986964
1046,1422,2,32,0.310666,0.000116,0.000214,0.000132,0.000151,9E-05,9.7E-05,0.000156,0.155267,0.000113,0.000256,9.8E-05,9.7E-05,7.3E-05,0.256349,0.153865,0.000163,8.7E-05,0.000325,6.1E-05,0.000448,0.051348,0.000133,0.000122,6.1E-05,0.012882,0.001265,0.000289,9.3E-05,0.000155,2.2E-05,0.000388,0.027549,0.000165,7.2E-05,5.9E-05,9.1E-05,0.000133,0.056094,7.9E-05,0.000139,8.3E-05,6.2E-05,0.000172,0.000115,7E-05,0.000109,0.000104,0.000131,0.000479,0.00024,0.275351,4.4E-05,5.6E-05,7.5E-05,0.000648,8.7E-05,7.3E-05,0.000123,0.000101,0.000191,0.000188,0.000398,0.000132,0.000158,0.000132,0.000153,6.8E-05,0.000115,0.000113,0.000785,0.000149,f31834d1,https://www.alexandria.ucsb.edu/lib/ark:/48907/f31834d1,Maternal educational expectations and Latina adolescents' childbearing attitudes: The mediating roles of communication about education and daughters' educational expectations,2012,"Mireles-Rios, Rebeca","University of California, Santa Barbara. Education",Laura F. Romo,English,2.0298296974666,27.6869500836484
